Region,City,ZipCode,Population,HouseholdSize,IncomeLevel,FoodType,DemandAmount,EmergencyStatus,SeasonalFactor,SupplyType,DistributionPriority
Bryanshire,Ericton,35806,4456582,6,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Bowmanborough,Stephenmouth,77612,2765064,4,Low,Dairy,1000,None,Normal,Perishable,High
Christophershire,North Davidfort,60355,3036560,3,Medium,Fresh Produce,1000,None,BackToSchool,Perishable,Standard
North Jennifershire,Jonesmouth,80199,2375151,2,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
North Maria,New Krystalfurt,97718,4625423,5,Medium,Canned Goods,785,None,Normal,Non-Perishable,Standard
Susanfort,North Wendyfurt,37131,2797845,6,Low,Dry Goods,1000,Economic,Normal,Non-Perishable,High
East Joshuaton,West Peter,51203,4972162,2,High,Canned Goods,632,None,Normal,Non-Perishable,Standard
South Thomas,North Dianamouth,08566,2280165,5,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
West Hannahbury,Courtneystad,52522,4715140,2,Low,Meat/Poultry,1000,Health,Normal,Perishable,Medium
Stephenhaven,Weissshire,67444,4350601,5,Low,Meat/Poultry,1000,Health,Holiday,Perishable,High
Autumntown,Port Jaredside,89195,1559814,3,Low,Meat/Poultry,1000,Weather,Normal,Perishable,Medium
Lewisville,Arellanoburgh,77841,1742942,6,Medium,Meat/Poultry,1000,Weather,Normal,Perishable,Standard
North Bryan,Port Jared,94689,1158988,3,Medium,Meat/Poultry,655,Health,Normal,Perishable,Standard
West Christinehaven,Allenshire,44148,2634710,4,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Elizabethhaven,Port Keithborough,57426,4363680,1,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Woodsborough,South Jon,75065,3258390,2,Medium,Fresh Produce,1000,None,Summer,Perishable,Standard
Taylorstad,Robertsfurt,40130,1773200,1,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,Medium
Tiffanyborough,Port Jason,61192,3810671,2,High,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
Andersonview,South Warrenland,11567,4883796,2,High,Fresh Produce,1000,Economic,Holiday,Perishable,Standard
Lake Taraland,Port Wayne,39092,2037007,4,Low,Fresh Produce,1000,Economic,Normal,Perishable,High
Kristenside,Lozanofurt,16721,1520349,5,Low,Fresh Produce,1000,Economic,Holiday,Perishable,High
Mcdanielton,East Eric,72550,4630695,3,Low,Dry Goods,1000,None,Holiday,Non-Perishable,Medium
North Megan,New Kathleen,08055,3991555,2,Low,Canned Goods,1000,Economic,Summer,Non-Perishable,Medium
Dominiqueport,New Patricia,86367,4878687,1,Low,Meat/Poultry,848,None,Normal,Perishable,Medium
Meredithburgh,Heatherstad,19644,2558697,1,Low,Canned Goods,583,None,Normal,Non-Perishable,Medium
Espinozaland,Thomasfurt,31090,2666052,3,High,Dairy,1000,Health,BackToSchool,Perishable,Standard
North Derek,Burnsborough,47076,3668527,4,Medium,Canned Goods,913,None,Holiday,Non-Perishable,Standard
West Randall,Samanthachester,94780,3323938,2,Medium,Fresh Produce,1000,Health,Normal,Perishable,Standard
Lake Eddieside,West Tony,40744,1063607,6,Low,Fresh Produce,1000,None,Normal,Perishable,High
East Victoria,Nicholashaven,16105,3358854,6,High,Dairy,878,None,Normal,Perishable,Standard
Bryanttown,Veronicaburgh,45667,3869832,5,High,Dairy,1000,Economic,Normal,Perishable,Standard
Tonyfort,Trujilloton,02477,1534984,2,Medium,Fresh Produce,1000,None,Holiday,Perishable,Standard
Jennifermouth,Williamsmouth,19308,4570950,1,High,Fresh Produce,1000,Weather,Summer,Perishable,Standard
Port Kelseyland,Lake Maria,64039,2801613,5,Medium,Dairy,1000,None,Summer,Perishable,Standard
Davidland,East Stephanie,34344,1734262,3,High,Canned Goods,1000,None,BackToSchool,Non-Perishable,Standard
New Seanville,Ianview,24741,4287683,4,Low,Fresh Produce,1000,None,Normal,Perishable,High
Port Kendra,Bryanfort,06319,2660176,3,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Keithtown,East James,67511,3643512,5,High,Fresh Produce,1000,Health,Summer,Perishable,Standard
Mullinsmouth,Jamesport,12214,3834432,4,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Natalieport,South Pedrotown,42545,4510410,5,Low,Meat/Poultry,1000,Weather,Normal,Perishable,High
Contrerasside,Port Mistyfort,38931,4455044,6,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
East Danielleborough,Lake Christina,44126,1803342,4,Low,Fresh Produce,1000,Weather,Normal,Perishable,High
Dustintown,Wrightfurt,77926,4451509,3,Medium,Canned Goods,1000,Weather,Normal,Non-Perishable,Standard
South Justinland,Williamsstad,97288,3440413,3,High,Fresh Produce,998,None,Holiday,Perishable,Standard
Monicaport,Johnsontown,40556,2545678,5,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Howardbury,Lake Tammystad,17675,4434952,6,Low,Canned Goods,1000,None,Holiday,Non-Perishable,High
North Randallberg,West Taylorshire,05734,2089007,6,High,Dry Goods,1000,Weather,Summer,Non-Perishable,Standard
Davidfort,Gregoryfort,76930,4211194,2,High,Meat/Poultry,1000,None,Summer,Perishable,Standard
Samuelburgh,Elliottbury,88450,2744285,2,Low,Dairy,981,None,Normal,Perishable,Medium
Smithside,Derricktown,90705,4882592,4,High,Dry Goods,1000,Health,Summer,Non-Perishable,Standard
Yatesport,Patelton,74986,1413475,3,High,Dairy,1000,Health,Holiday,Perishable,Standard
South Davidshire,Jenniferfort,42880,3490960,3,High,Fresh Produce,848,None,Holiday,Perishable,Standard
South Justin,Port Jenniferbury,86604,1240323,1,Low,Canned Goods,1000,Economic,Summer,Non-Perishable,Medium
Josephland,Port Paulastad,19891,1457460,5,High,Fresh Produce,362,None,Normal,Perishable,Standard
Port Aaronview,Port Katie,53285,2365972,3,Medium,Meat/Poultry,1000,Weather,Normal,Perishable,Standard
Walkerport,North Eric,33098,3128432,6,Medium,Dry Goods,1000,Economic,Normal,Non-Perishable,Standard
West Mariatown,West George,06260,4215401,4,Medium,Fresh Produce,957,None,Normal,Perishable,Standard
East Chelsea,Berryfort,80929,3009652,6,High,Dry Goods,1000,None,Summer,Non-Perishable,Standard
Bakertown,Jacksonmouth,01666,2491640,6,Medium,Dry Goods,1000,None,Summer,Non-Perishable,Standard
Julieport,North Julie,59062,2879374,5,Low,Meat/Poultry,1000,Health,Normal,Perishable,High
Michaelland,South Brianton,11475,1682314,5,Medium,Dairy,1000,Economic,Holiday,Perishable,Standard
Roberttown,Williamsburgh,66465,1782618,3,Medium,Dairy,1000,None,Normal,Perishable,Standard
Hollandbury,West Joseph,19555,1988942,4,High,Dairy,1000,Economic,Holiday,Perishable,Standard
Merrittmouth,Katherinetown,29255,3387116,2,Low,Dairy,1000,Economic,BackToSchool,Perishable,Medium
Randyside,West Kyle,67524,2138631,2,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
South Allen,Morganville,39408,3985112,5,Low,Canned Goods,1000,Weather,Normal,Non-Perishable,High
Lake Andrew,New Ashley,44333,4815513,2,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
Newmanborough,Waltonchester,58446,1375004,1,High,Canned Goods,1000,Health,BackToSchool,Non-Perishable,Standard
Lake Megan,Matthewshire,62855,3436978,3,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
North Theresa,Sharonview,78551,4478692,3,Low,Meat/Poultry,1000,Health,Normal,Perishable,Medium
Lake Jeffreybury,Morrowhaven,62188,4578807,1,Medium,Dry Goods,85,None,Normal,Non-Perishable,Standard
West Andrew,Port Keith,44592,2408665,3,Low,Dairy,1000,None,Normal,Perishable,Medium
Friedmantown,New Lisafort,41887,2045288,4,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
New Kathleen,North Aaron,51246,2599101,5,Medium,Dry Goods,1000,Economic,Normal,Non-Perishable,Standard
Gregoryhaven,West Blake,18533,3696033,6,Low,Canned Goods,1000,Health,Normal,Non-Perishable,High
West Rodneychester,New Lisafort,61630,4723455,6,Medium,Dry Goods,1000,Economic,BackToSchool,Non-Perishable,Standard
West Sandra,West Jason,05242,3762745,4,Low,Canned Goods,1000,Health,Summer,Non-Perishable,High
Duffyview,Scottchester,80423,1383663,4,Low,Meat/Poultry,1000,None,Summer,Perishable,High
Trevinobury,Port David,46366,2540203,5,Low,Fresh Produce,1000,Weather,Holiday,Perishable,High
Caseytown,Port Angeltown,81071,2594059,3,High,Fresh Produce,1000,Weather,Normal,Perishable,Standard
Sharpburgh,Lake Randall,61282,4886845,4,Medium,Canned Goods,1000,Health,Normal,Non-Perishable,Standard
West Anthonyton,Kevinland,81874,3530459,2,Low,Dry Goods,1000,None,Summer,Non-Perishable,Medium
Lake Davidberg,North Kaylachester,02353,2733925,5,Medium,Dry Goods,1000,Weather,Summer,Non-Perishable,Standard
New Calvinchester,West Scott,99461,4542393,6,Medium,Dry Goods,1000,Weather,Holiday,Non-Perishable,Standard
Hopkinsside,Jenkinston,52273,3995568,2,Medium,Fresh Produce,1000,Health,Normal,Perishable,Standard
New Douglas,New Ronnie,64286,3203621,2,High,Dairy,1000,None,Normal,Perishable,Standard
East Jonathantown,East Adam,65865,2330800,6,Low,Dry Goods,1000,None,Summer,Non-Perishable,High
South Jeffreyfort,Gabrielmouth,82418,3104714,4,Medium,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
North Tiffany,Chelseaberg,90909,1251089,1,Low,Canned Goods,1000,Health,Holiday,Non-Perishable,Medium
Meganshire,South Hunter,43799,4683177,1,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
Harrischester,Peckhaven,79008,4127946,6,Medium,Dry Goods,1000,Economic,Normal,Non-Perishable,Standard
South Amanda,Jacksonfurt,80771,2570589,3,High,Canned Goods,1000,Health,Summer,Non-Perishable,Standard
Lindaburgh,North Michael,51123,2854884,3,Medium,Meat/Poultry,1000,Weather,Normal,Perishable,Standard
East Kurt,Beasleyville,12968,4728876,6,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Knappside,Jenniferburgh,46533,4304582,2,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
Smithbury,West Vanessa,53602,3862180,6,High,Dry Goods,1000,None,Holiday,Non-Perishable,Standard
Pricefort,Brianhaven,04146,4301946,2,Medium,Meat/Poultry,1000,Health,Normal,Perishable,Standard
Jordanburgh,Port Scottton,17082,4215477,5,Medium,Fresh Produce,1000,None,Holiday,Perishable,Standard
North Mikaylaton,Sanchezfort,73262,2594721,6,Medium,Canned Goods,1000,None,Summer,Non-Perishable,Standard
Lucasburgh,Lake Georgehaven,14974,4106563,4,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Lake Lisa,Russellchester,96564,1656509,6,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,High
Humphreymouth,Port Gregorymouth,55816,1178823,1,Medium,Dry Goods,1000,Weather,Holiday,Non-Perishable,Standard
West Loganbury,Justinhaven,28060,4487291,2,High,Dry Goods,1000,Economic,Summer,Non-Perishable,Standard
New Andreaview,Kelseyfurt,63749,1520111,3,Low,Dairy,1000,None,Holiday,Perishable,Medium
New Carolyn,Kennethstad,66892,2223903,2,Low,Canned Goods,1000,None,Summer,Non-Perishable,Medium
Evanschester,Lake Philip,47987,1126294,4,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Gonzaleshaven,West Christopherville,74925,4545435,3,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Smithmouth,East Kevinburgh,64690,3653317,5,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
Susanshire,Port Michaeltown,83175,4156223,2,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
East Juanbury,Leslieshire,89802,4140067,2,High,Fresh Produce,1000,Economic,Normal,Perishable,Standard
New Margaretville,Michaelland,62549,4135635,6,Medium,Meat/Poultry,1000,Weather,Summer,Perishable,Standard
Thomashaven,Lake Marcuschester,52662,4093619,3,High,Dairy,1000,None,Summer,Perishable,Standard
Leonardview,South Michaelfurt,19051,4519014,5,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
Lindamouth,Hansenberg,79757,3526796,4,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Carlatown,East Sheila,23383,1311880,5,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
New Michaelshire,North Denisefort,97568,3791147,2,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
New Clintonland,West Isabella,13611,4767677,6,Low,Dairy,1000,None,Normal,Perishable,High
Munozfort,Burgessland,48815,3007989,5,Medium,Meat/Poultry,1000,None,Holiday,Perishable,Standard
Smithberg,Debraburgh,39830,3575552,5,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
East Susan,West Nicholas,98932,3477028,3,Medium,Dry Goods,1000,None,BackToSchool,Non-Perishable,Standard
Davidtown,East Kaylahaven,29027,4947055,1,Medium,Meat/Poultry,407,None,Normal,Perishable,Standard
South Stephen,Mercadomouth,04814,1558100,2,Medium,Fresh Produce,1000,Economic,Normal,Perishable,Standard
Port Marcusville,Donaldchester,32510,3144701,5,Medium,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
Ellisonmouth,East Jesus,33399,4001851,1,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,Medium
East Meganborough,Samuelshire,46074,3557768,3,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
South Kelsey,East Michaelville,03774,2394251,5,Medium,Canned Goods,343,None,Normal,Non-Perishable,Standard
Goodwinfort,New Nicolestad,96448,1079313,2,Medium,Dry Goods,410,None,Normal,Non-Perishable,Standard
North Shirley,Mahoneyland,12467,1391982,3,High,Dry Goods,1000,None,Holiday,Non-Perishable,Standard
Edwardsberg,New Crystalburgh,88150,3375020,3,Medium,Fresh Produce,982,None,Normal,Perishable,Standard
Ruthmouth,Lake Alexisville,10276,3464611,4,Low,Meat/Poultry,1000,Economic,Normal,Perishable,High
North Kimberlyport,West Rachel,38649,4758557,4,Medium,Canned Goods,1000,Economic,Holiday,Non-Perishable,Standard
Port Brendamouth,Josephborough,02165,1729425,3,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Clarkbury,Lake Malikton,21227,2656767,1,Medium,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
Garybury,New David,40619,1996929,1,Medium,Dry Goods,426,None,Summer,Non-Perishable,Standard
South Alexander,Aaronberg,07139,4668962,6,Medium,Fresh Produce,1000,None,BackToSchool,Perishable,Standard
Vickistad,North David,46159,2448208,1,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
South Bradleyshire,Baileyside,28906,2804303,3,Low,Fresh Produce,1000,None,Summer,Perishable,Medium
Port Codyberg,North Andrewberg,32881,3937830,6,Medium,Meat/Poultry,1000,None,Summer,Perishable,Standard
Port Jeffrey,West Ashley,42079,3565425,6,Medium,Canned Goods,1000,Health,Normal,Non-Perishable,Standard
East Ethanland,North Scottstad,06050,4505868,5,Medium,Canned Goods,1000,Economic,Normal,Non-Perishable,Standard
Deanberg,Alexandriamouth,71160,4818449,4,Medium,Canned Goods,1000,Health,Normal,Non-Perishable,Standard
Port Brittany,Joseport,34607,2075039,1,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
South Sarahchester,Whitestad,56877,2698695,1,Medium,Dairy,677,None,Normal,Perishable,Standard
Port Karenberg,Carlosshire,90391,1819324,1,Low,Fresh Produce,1000,Health,Summer,Perishable,Medium
Hillburgh,Wadeview,81316,4302539,3,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Port Mariashire,New Jonathanport,67009,1935048,1,Low,Meat/Poultry,1000,None,Holiday,Perishable,Medium
East Michaelshire,Edwinborough,83372,3689397,3,High,Dairy,1000,None,Normal,Perishable,Standard
Lake Katieview,Wallsbury,37464,2897576,6,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
West Kristyfort,Johnstonmouth,18158,4494608,2,Medium,Dairy,1000,None,Holiday,Perishable,Standard
South Aliciaton,South Jacquelineville,51165,4072846,1,Medium,Dry Goods,1000,None,Holiday,Non-Perishable,Standard
New John,New Shelby,74234,1463381,1,Medium,Dry Goods,1000,Weather,Holiday,Non-Perishable,Standard
New Karl,Port James,96332,3077001,4,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
South Courtneyside,Jeremyfurt,48034,4052159,3,High,Dairy,1000,None,Normal,Perishable,Standard
Milesberg,Lake Julia,37177,3739291,6,Medium,Dry Goods,1000,None,Summer,Non-Perishable,Standard
Burnsstad,Monicaburgh,44962,1198919,3,High,Meat/Poultry,759,None,Holiday,Perishable,Standard
Jameshaven,New Tammybury,50448,4708916,2,Medium,Dairy,1000,None,Holiday,Perishable,Standard
Port Larry,West Davidhaven,41404,2874539,2,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
South Sarah,Maryview,10313,4300628,1,Low,Fresh Produce,1000,None,Normal,Perishable,Medium
North Calvin,Zacharyport,80754,2537361,1,Low,Dairy,1000,Weather,Normal,Perishable,Medium
Wattsstad,Jeffreyberg,12414,1067095,1,Low,Dry Goods,1000,Health,Summer,Non-Perishable,Medium
Lake Megan,Port Davidhaven,39802,4211124,5,Low,Canned Goods,1000,Health,Summer,Non-Perishable,High
Samanthabury,Proctorbury,94383,1842392,5,Low,Dairy,1000,None,Summer,Perishable,High
West Mariah,North Matthewberg,74851,2713492,3,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
Matthewmouth,Aprilview,38969,3185965,5,Low,Fresh Produce,1000,None,Normal,Perishable,High
New Cheryl,South Ashleyfort,98855,2910830,4,High,Fresh Produce,1000,None,Summer,Perishable,Standard
Port Gloria,Ronaldbury,67121,4188616,6,Medium,Fresh Produce,1000,None,Holiday,Perishable,Standard
Simpsonton,New Seanfort,79155,1274711,6,Low,Dairy,1000,Economic,Normal,Perishable,High
North David,Mcbrideview,37055,3678670,2,High,Dry Goods,775,None,Normal,Non-Perishable,Standard
Lutzmouth,Cookeberg,72933,4419341,1,Medium,Dry Goods,1000,None,BackToSchool,Non-Perishable,Standard
East Davidview,Jasonport,06661,4015890,3,Low,Dry Goods,1000,None,Holiday,Non-Perishable,Medium
Port Abigailborough,Lewischester,09912,1263427,3,Low,Canned Goods,1000,None,Holiday,Non-Perishable,Medium
Lake Amymouth,South Joseph,93647,2667053,3,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
West Devin,West Bethside,91388,2676072,5,Medium,Meat/Poultry,1000,Health,Normal,Perishable,Standard
Stephanieshire,Kevinport,05928,2598945,2,Low,Dairy,1000,None,Normal,Perishable,Medium
North Joannport,Carrieland,51804,4544102,5,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Briggsmouth,Figueroaberg,88643,2686728,2,High,Dairy,1000,Economic,Summer,Perishable,Standard
Freemanside,West Josephchester,79043,2620701,1,High,Dairy,1000,None,Normal,Perishable,Standard
Jonathanview,Port Kathleen,84737,1269969,2,High,Canned Goods,203,Weather,Normal,Non-Perishable,Standard
Valerieland,Elizabethbury,85893,3654912,2,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
Kathyview,East Beckystad,29201,2375604,4,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Wilkersonburgh,Seantown,87666,2121941,4,Low,Dairy,1000,None,Holiday,Perishable,High
Aliciaberg,Keithberg,35672,4750054,6,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
South Jacob,Wallaceville,29802,4045341,3,Medium,Dry Goods,1000,Weather,Holiday,Non-Perishable,Standard
Port Brianfort,Wesleymouth,85367,4103540,5,Medium,Fresh Produce,1000,Weather,Normal,Perishable,Standard
Port Kyliebury,South Michaelstad,60133,4651829,3,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Derekchester,West Gabriel,42245,4592589,4,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Glasschester,Victoriaborough,17603,1360591,3,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
Danielshire,Duncanbury,91792,2240366,6,High,Dairy,1000,None,Normal,Perishable,Standard
South Emilyton,North Teresafurt,77303,3341581,5,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Micheleport,Wandafort,51097,1793600,3,High,Dry Goods,1000,Weather,Normal,Non-Perishable,Standard
Port Dennis,North Melanieside,85956,1908916,1,High,Meat/Poultry,262,Health,Normal,Perishable,Standard
Port Paulland,Martinbury,48615,4439755,1,Medium,Canned Goods,1000,Weather,Normal,Non-Perishable,Standard
Whitefort,Port Tanner,22780,3644655,4,High,Fresh Produce,1000,None,Summer,Perishable,Standard
New Aaron,East Jamesville,75392,3082941,6,Low,Dairy,1000,Health,Normal,Perishable,High
Russoport,South Danielle,30348,3998511,6,Medium,Meat/Poultry,1000,None,Summer,Perishable,Standard
Donburgh,Hannahburgh,71669,4001184,3,Low,Fresh Produce,1000,None,Holiday,Perishable,Medium
